Customer Id,Customer Id (copy),Order Date,Order Id,Product Id,Row Id,Ship Date,Ship Mode,Discount,Profit,Quantity,Sales
AG-10900,AG-10900,17/05/2016,CA-2016-158435,OFF-SU-10000381,4705,18/05/2016,First Class,0,18.8993,7,65.17
BF-11080,BF-11080,12/09/2017,CA-2017-140676,OFF-AP-10000358,2078,15/09/2017,First Class,0,26.3494,7,90.86
BS-11365,BS-11365,4/05/2014,US-2014-148194,FUR-FU-10001852,7999,7/05/2014,First Class,0,3.8976,7,12.18
CC-12100,CC-12100,29/09/2016,CA-2016-161781,OFF-AR-10000255,1077,30/09/2016,First Class,0,10.6288,7,40.88
CD-11920,CD-11920,20/11/2017,CA-2017-111556,OFF-PA-10003651,4389,22/11/2017,First Class,0,22.4448,7,46.76
DH-13075,DH-13075,28/03/2017,US-2017-147886,FUR-FU-10003829,5746,31/03/2017,First Class,0,6.8992,7,21.56
DH-13075,DH-13075,28/03/2017,US-2017-147886,OFF-ST-10002743,5745,31/03/2017,First Class,0,7.9548,7,795.48
DJ-13420,DJ-13420,10/10/2015,CA-2015-109736,OFF-PA-10004101,4719,11/10/2015,First Class,0,21.7728,7,45.36
DJ-13510,DJ-13510,12/09/2017,CA-2017-108749,OFF-PA-10003797,5182,15/09/2017,First Class,0,21.7728,7,45.36
EA-14035,EA-14035,21/02/2016,CA-2016-121447,FUR-FU-10001861,9013,22/02/2016,First Class,0,66.542,7,135.8
EC-14050,EC-14050,31/07/2017,CA-2017-161102,FUR-FU-10003142,6456,3/08/2017,First Class,0,11.4576,7,36.96
FH-14365,FH-14365,19/03/2015,CA-2015-111829,TEC-CO-10001766,1645,20/03/2015,First Class,0,1480.4671,7,3149.93
FM-14215,FM-14215,3/09/2016,CA-2016-132143,OFF-PA-10002713,2283,5/09/2016,First Class,0,22.1536,7,48.16
GK-14620,GK-14620,25/12/2016,US-2016-116729,OFF-PA-10002005,1807,28/12/2016,First Class,0,21.7728,7,45.36
GK-14620,GK-14620,25/12/2016,US-2016-116729,TEC-AC-10001465,1808,28/12/2016,First Class,0,76.272,7,254.24
HL-15040,HL-15040,12/05/2014,CA-2014-127159,FUR-FU-10000010,1658,15/05/2014,First Class,0,10.7849,7,34.79
JS-15940,JS-15940,3/05/2014,CA-2014-130274,OFF-LA-10002195,1553,5/05/2014,First Class,0,10.3488,7,21.56
KD-16270,KD-16270,12/12/2015,CA-2015-110870,OFF-SU-10001225,8003,15/12/2015,First Class,0,0.5152,7,25.76
KD-16615,KD-16615,13/09/2015,US-2015-129007,FUR-FU-10004973,9906,15/09/2015,First Class,0,55.3896,7,131.88
KM-16720,KM-16720,2/12/2017,CA-2017-167395,OFF-AP-10001293,9727,4/12/2017,First Class,0,80.3208,7,286.86
LH-17020,LH-17020,4/11/2016,CA-2016-166443,FUR-FU-10004020,2946,5/11/2016,First Class,0,16.4647,7,38.29
LL-16840,LL-16840,16/04/2015,CA-2015-137974,FUR-FU-10001468,7459,18/04/2015,First Class,0,119.686,7,1196.86
MC-17425,MC-17425,26/11/2016,CA-2016-133711,OFF-PA-10001685,1452,29/11/2016,First Class,0,34.7802,7,70.98
MZ-17515,MZ-17515,11/11/2014,CA-2014-128524,TEC-AC-10002718,9615,13/11/2014,First Class,0,15.3195,7,102.13
PB-19210,PB-19210,11/02/2016,CA-2016-164938,TEC-PH-10004897,1809,13/02/2016,First Class,0,0.6993,7,69.93
PF-19225,PF-19225,3/11/2016,CA-2016-114972,OFF-LA-10004545,2476,6/11/2016,First Class,0,41.2237,7,87.71
PG-18820,PG-18820,29/09/2017,CA-2017-140186,OFF-FA-10002280,5791,2/10/2017,First Class,0,16.8,7,35
PM-18940,PM-18940,9/12/2016,CA-2016-102092,FUR-TA-10002530,8555,11/12/2016,First Class,0,158.529,7,1056.86
PS-19045,PS-19045,20/12/2014,CA-2014-136567,FUR-TA-10001932,1156,21/12/2014,First Class,0,493.7856,7,2244.48
RC-19825,RC-19825,20/06/2016,CA-2016-141397,OFF-PA-10002986,1307,21/06/2016,First Class,0,22.4448,7,46.76
RD-19810,RD-19810,30/10/2017,CA-2017-155292,OFF-ST-10004963,3547,1/11/2017,First Class,0,4.2392,7,105.98
RF-19840,RF-19840,13/08/2016,CA-2016-125843,OFF-LA-10003923,7926,16/08/2016,First Class,0,51.8,7,103.6
RL-19615,RL-19615,22/05/2017,US-2017-151127,OFF-AR-10002445,7245,25/05/2017,First Class,0,18.8328,7,49.56
RS-19765,RS-19765,6/12/2014,CA-2014-106726,OFF-ST-10001496,7066,8/12/2014,First Class,0,327.9458,7,1261.33
SG-20470,SG-20470,28/11/2014,CA-2014-159800,TEC-AC-10003447,5550,1/12/2014,First Class,0,34.9825,7,139.93
TC-21295,TC-21295,14/10/2014,CA-2014-151330,OFF-ST-10000615,9635,17/10/2014,First Class,0,22.246,7,79.45
TP-21130,TP-21130,22/12/2017,CA-2017-120376,FUR-CH-10002335,2057,25/12/2017,First Class,0,412.5394,7,1586.69
TS-21205,TS-21205,17/11/2014,CA-2014-140662,OFF-PA-10003395,3263,19/11/2014,First Class,0,352.296,7,733.95
TS-21370,TS-21370,11/07/2015,CA-2015-136469,OFF-BI-10004492,5041,12/07/2015,First Class,0,103.8982,7,221.06
AH-10075,AH-10075,23/10/2017,CA-2017-125451,OFF-PA-10003724,8450,24/10/2017,First Class,0,21.2856,8,43.44
AH-10210,AH-10210,13/10/2017,US-2017-148831,OFF-ST-10002974,9091,15/10/2017,First Class,0,104.568,8,348.56
BE-11335,BE-11335,23/03/2017,CA-2017-155985,FUR-FU-10000758,2410,25/03/2017,First Class,0,76.2624,8,211.84
CY-12745,CY-12745,3/09/2016,US-2016-101616,OFF-BI-10000014,5354,6/09/2016,First Class,0,41.0216,8,87.28
MC-17425,MC-17425,26/11/2016,CA-2016-133711,TEC-MA-10000010,1455,29/11/2016,First Class,0,1459.2,8,3040
MD-17860,MD-17860,21/10/2017,CA-2017-154410,OFF-ST-10002743,1906,24/10/2017,First Class,0,9.0912,8,909.12
MR-17545,MR-17545,27/08/2017,US-2017-139465,OFF-ST-10002352,1796,30/08/2017,First Class,0,16.5984,8,63.84
RD-19810,RD-19810,30/10/2017,CA-2017-155292,OFF-LA-10001982,3550,1/11/2017,First Class,0,14.4,8,30
RP-19390,RP-19390,1/12/2014,CA-2014-120474,FUR-CH-10001854,1792,3/12/2014,First Class,0,673.8816,8,2807.84
TA-21385,TA-21385,22/10/2017,CA-2017-127180,TEC-PH-10001494,2625,24/10/2017,First Class,0,647.892,8,2399.6
VP-21760,VP-21760,6/09/2014,CA-2014-130449,OFF-LA-10001934,6624,9/09/2014,First Class,0,27.4856,8,58.48
CV-12295,CV-12295,25/03/2017,US-2017-117534,OFF-AR-10003087,2384,26/03/2017,First Class,0,4.4856,9,16.02
DR-12880,DR-12880,25/09/2015,CA-2015-103933,TEC-AC-10004171,5726,27/09/2015,First Class,0,395.9604,9,899.91
DR-12880,DR-12880,29/06/2017,CA-2017-143574,FUR-BO-10002598,5733,2/07/2017,First Class,0,185.2578,9,638.82
JM-15250,JM-15250,21/04/2017,CA-2017-128853,FUR-CH-10004218,7184,23/04/2017,First Class,0,227.205,9,908.82
LF-17185,LF-17185,8/12/2017,CA-2017-148264,OFF-PA-10003651,3433,9/12/2017,First Class,0,28.8576,9,60.12
LL-16840,LL-16840,16/04/2015,CA-2015-137974,FUR-BO-10001519,7460,18/04/2015,First Class,0,125.5824,9,523.26
MW-18220,MW-18220,20/09/2014,CA-2014-125997,TEC-PH-10003072,9399,23/09/2014,First Class,0,661.4559,9,1349.91
NS-18640,NS-18640,7/08/2015,US-2015-117492,OFF-AP-10001492,8090,9/08/2015,First Class,0,20.1708,9,77.58
RH-19510,RH-19510,19/09/2016,CA-2016-168354,OFF-ST-10001490,2021,21/09/2016,First Class,0,481.869,9,1606.23
SC-20725,SC-20725,30/01/2016,CA-2016-153661,OFF-LA-10004689,7292,31/01/2016,First Class,0,12.2247,9,26.01
SC-20725,SC-20725,30/01/2016,CA-2016-153661,OFF-ST-10000675,7290,31/01/2016,First Class,0,76.2525,9,305.01
TB-21520,TB-21520,23/07/2017,CA-2017-133718,OFF-PA-10002689,9231,26/07/2017,First Class,0,27.9936,9,58.32
TC-21295,TC-21295,14/10/2014,CA-2014-151330,FUR-CH-10000749,9636,17/10/2014,First Class,0,260.6112,9,1628.82
VW-21775,VW-21775,2/12/2017,CA-2017-116715,OFF-ST-10004340,1753,5/12/2017,First Class,0,151.0974,9,559.62
AB-10060,AB-10060,5/11/2017,CA-2017-118213,OFF-PA-10003673,9500,7/11/2017,First Class,0,31.188,10,67.8
DS-13180,DS-13180,14/12/2016,CA-2016-146325,OFF-ST-10001590,7942,17/12/2016,First Class,0,35.048,10,134.8
KE-16420,KE-16420,16/07/2015,US-2015-166520,TEC-AC-10001990,4049,19/07/2015,First Class,0,191.968,10,599.9
NP-18670,NP-18670,2/11/2017,CA-2017-167227,OFF-AP-10001962,8020,5/11/2017,First Class,0,20.975,10,83.9
AM-10360,AM-10360,23/03/2015,US-2015-107944,OFF-PA-10000659,8880,25/03/2015,First Class,0,92.5056,11,192.72
CA-12775,CA-12775,11/12/2015,CA-2015-135853,TEC-AC-10004761,8509,14/12/2015,First Class,0,61.3305,11,175.23
CM-12655,CM-12655,1/10/2017,CA-2017-113418,TEC-MA-10002428,3296,3/10/2017,First Class,0,767.2005,11,1704.89
SJ-20125,SJ-20125,10/12/2016,CA-2016-147123,OFF-PA-10000575,5525,12/12/2016,First Class,0,36.9288,12,80.28
LL-16840,LL-16840,12/08/2014,CA-2014-153927,TEC-AC-10000023,9883,13/08/2014,First Class,0,98.1396,13,272.61
MY-17380,MY-17380,16/10/2017,CA-2017-132234,FUR-FU-10001290,1597,18/10/2017,First Class,0,175.136,13,547.3
MH-18025,MH-18025,8/07/2014,CA-2014-150301,FUR-CH-10002647,4780,10/07/2014,First Class,0.1,10.647,1,63.882
SD-20485,SD-20485,28/04/2015,CA-2015-120782,OFF-AP-10003779,7683,1/05/2015,First Class,0.1,41.496,1,186.732
SG-20470,SG-20470,29/06/2015,CA-2015-165799,FUR-CH-10001482,9024,2/07/2015,First Class,0.1,1.3098,1,117.882
EH-13765,EH-13765,17/08/2017,US-2017-111423,FUR-CH-10003981,1921,19/08/2017,First Class,0.1,97.6524,2,462.564
MB-17305,MB-17305,14/11/2016,CA-2016-118759,FUR-CH-10002335,4531,17/11/2016,First Class,0.1,72.5344,2,408.006
MW-18220,MW-18220,20/09/2014,CA-2014-125997,FUR-CH-10001394,9395,23/09/2014,First Class,0.1,140.396,2,631.782
HR-14830,HR-14830,24/03/2017,CA-2017-166184,FUR-CH-10003396,7800,27/03/2017,First Class,0.1,2.3094,3,207.846
CC-12220,CC-12220,4/10/2014,CA-2014-166891,FUR-CH-10003298,6440,6/10/2014,First Class,0.1,-6.549,5,589.41
RB-19705,RB-19705,14/09/2017,CA-2017-152975,FUR-CH-10003298,9582,16/09/2017,First Class,0.1,-6.549,5,589.41
VB-21745,VB-21745,27/11/2016,CA-2016-162313,OFF-AP-10003842,2212,30/11/2016,First Class,0.1,29.7408,6,167.292
FH-14365,FH-14365,3/11/2015,CA-2015-162047,FUR-CH-10004983,5764,5/11/2015,First Class,0.1,209.274,10,1448.82
ED-13885,ED-13885,2/11/2015,CA-2015-160227,FUR-CH-10002073,9057,4/11/2015,First Class,0.1,553.3902,11,2621.322
AS-10045,AS-10045,25/09/2016,CA-2016-148747,FUR-BO-10002613,9538,27/09/2016,First Class,0.15,84.294,2,477.666
LC-17050,LC-17050,31/01/2014,CA-2014-115161,FUR-BO-10003966,3366,2/02/2014,First Class,0.15,3.4196,2,290.666
MG-17680,MG-17680,8/06/2017,US-2017-109316,FUR-BO-10004834,7815,10/06/2017,First Class,0.15,140.9568,2,1497.666
MV-18190,MV-18190,17/06/2016,CA-2016-123512,FUR-BO-10004218,6616,19/06/2016,First Class,0.15,14.098,2,239.666
JD-16150,JD-16150,16/11/2014,CA-2014-119144,FUR-BO-10004015,8710,18/11/2014,First Class,0.15,25.1979,3,305.9745
AA-10645,AA-10645,4/07/2016,CA-2016-147137,FUR-BO-10001811,4454,6/07/2016,First Class,0.15,225.735,5,1279.165
JO-15145,JO-15145,27/10/2017,CA-2017-130764,FUR-BO-10003034,4024,28/10/2017,First Class,0.15,6.549,5,556.665
TS-21370,TS-21370,28/10/2014,CA-2014-101931,FUR-BO-10001337,3846,31/10/2014,First Class,0.15,-36.294,6,616.998
SC-20260,SC-20260,31/08/2015,CA-2015-111514,FUR-BO-10002545,2354,2/09/2015,First Class,0.15,200.9546,7,1552.831
NC-18535,NC-18535,1/04/2017,CA-2017-149881,FUR-BO-10003894,4218,3/04/2017,First Class,0.15,85.176,8,482.664
AB-10015,AB-10015,7/03/2014,CA-2014-156587,FUR-CH-10004477,4962,8/03/2014,First Class,0.2,5.4801,1,48.712
AC-10450,AC-10450,15/06/2015,US-2015-106495,TEC-AC-10002718,5815,17/06/2015,First Class,0.2,-0.7295,1,11.672
BC-11125,BC-11125,11/06/2017,US-2017-120418,FUR-CH-10001394,2309,12/06/2017,First Class,0.2,35.099,1,280.792
BC-11125,BC-11125,11/06/2017,US-2017-120418,OFF-AR-10001955,2312,12/06/2017,First Class,0.2,1.984,1,15.872
BG-11740,BG-11740,6/09/2016,CA-2016-145240,OFF-ST-10001590,4514,8/09/2016,First Class,0.2,0.8088,1,10.784
BM-11140,BM-11140,4/12/2016,CA-2016-126004,OFF-BI-10004656,1225,5/12/2016,First Class,0.2,0.6048,1,1.728
CC-12610,CC-12610,10/10/2016,CA-2016-157707,FUR-CH-10004853,7970,12/10/2016,First Class,0.2,13.5882,1,120.784
CC-12610,CC-12610,10/10/2016,CA-2016-157707,TEC-PH-10002583,7969,12/10/2016,First Class,0.2,-2.9985,1,15.992
CK-12205,CK-12205,2/10/2015,US-2015-144771,FUR-FU-10000629,8743,4/10/2015,First Class,0.2,3.0338,1,11.032
CV-12805,CV-12805,20/04/2017,CA-2017-151484,OFF-ST-10000142,6156,23/04/2017,First Class,0.2,33.2704,1,332.704
DD-13570,DD-13570,30/12/2014,CA-2014-166730,OFF-ST-10002554,8969,1/01/2015,First Class,0.2,-8.8038,1,39.128
DK-12835,DK-12835,21/10/2017,CA-2017-167094,OFF-PA-10003953,1903,22/10/2017,First Class,0.2,1.8144,1,5.184
DL-13330,DL-13330,23/06/2014,US-2014-130358,OFF-SU-10002522,4065,26/06/2014,First Class,0.2,0.3492,1,3.104
DS-13030,DS-13030,28/09/2017,US-2017-125717,FUR-FU-10001979,4460,1/10/2017,First Class,0.2,3.2776,1,32.776
Dp-13240,Dp-13240,2/10/2017,US-2017-162558,FUR-FU-10004864,5318,5/10/2017,First Class,0.2,1.5691,1,9.656
EP-13915,EP-13915,6/07/2014,CA-2014-134278,TEC-CO-10001046,1550,8/07/2014,First Class,0.2,174.9975,1,559.992
ES-14080,ES-14080,2/10/2014,CA-2014-108189,TEC-AC-10003038,3229,5/10/2014,First Class,0.2,-0.0895,1,7.16
FA-14230,FA-14230,2/07/2015,CA-2015-140718,TEC-PH-10003505,8849,4/07/2015,First Class,0.2,8.352,1,74.24
FC-14335,FC-14335,8/03/2015,CA-2015-107741,OFF-AR-10002399,5174,10/03/2015,First Class,0.2,0.8946,1,3.408
FH-14275,FH-14275,13/03/2017,CA-2017-162474,TEC-PH-10004700,9392,16/03/2017,First Class,0.2,2.5974,1,7.992
GA-14725,GA-14725,1/11/2015,US-2015-110163,OFF-AR-10001683,2802,4/11/2015,First Class,0.2,1.773,1,7.88
GG-14650,GG-14650,23/04/2017,CA-2017-157112,OFF-PA-10001804,6597,26/04/2017,First Class,0.2,1.8704,1,5.344
GT-14710,GT-14710,14/05/2017,CA-2017-161774,TEC-PH-10004071,6411,15/05/2017,First Class,0.2,0.6993,1,7.992
HF-14995,HF-14995,1/05/2016,CA-2016-164784,OFF-LA-10001569,2664,4/05/2016,First Class,0.2,1.2948,1,3.984
HM-14860,HM-14860,4/08/2017,CA-2017-132738,OFF-EN-10001141,5091,7/08/2017,First Class,0.2,3.1842,1,8.784
JH-15820,JH-15820,21/11/2015,CA-2015-102778,FUR-FU-10000087,9286,24/11/2015,First Class,0.2,4.7712,1,18.176
JL-15130,JL-15130,24/04/2016,CA-2016-138933,OFF-BI-10003355,3235,27/04/2016,First Class,0.2,1.3944,1,3.984
JM-15655,JM-15655,27/10/2017,CA-2017-151225,FUR-TA-10001539,7619,29/10/2017,First Class,0.2,9.4788,1,189.576
JS-15880,JS-15880,14/03/2016,CA-2016-162082,OFF-PA-10001934,3930,17/03/2016,First Class,0.2,1.8792,1,5.184
KC-16255,KC-16255,2/06/2016,US-2016-128293,OFF-ST-10000736,2851,5/06/2016,First Class,0.2,-12.9568,1,64.784
NS-18505,NS-18505,1/10/2017,CA-2017-129378,OFF-BI-10002012,2214,2/10/2017,First Class,0.2,0.504,1,1.44
NZ-18565,NZ-18565,1/07/2016,US-2016-158680,OFF-BI-10000145,9753,2/07/2016,First Class,0.2,0.9048,1,2.496
PG-18820,PG-18820,29/09/2017,CA-2017-140186,FUR-CH-10002961,5792,2/10/2017,First Class,0.2,0,1,72.784
PJ-19015,PJ-19015,20/06/2017,CA-2017-151218,OFF-ST-10004835,5293,23/06/2017,First Class,0.2,0.3348,1,4.464
RB-19570,RB-19570,14/01/2017,CA-2017-138779,OFF-EN-10002504,1183,15/01/2017,First Class,0.2,7.3386,1,21.744
RD-19900,RD-19900,19/11/2014,US-2014-149034,TEC-AC-10003023,8973,21/11/2014,First Class,0.2,-1.1874,1,47.496
RF-19345,RF-19345,16/09/2014,CA-2014-141152,OFF-BI-10002931,6295,19/09/2014,First Class,0.2,12.582,1,33.552
RW-19690,RW-19690,15/01/2017,CA-2017-167752,OFF-AP-10000159,2767,18/01/2017,First Class,0.2,3.8682,1,34.384
SD-20485,SD-20485,6/04/2014,US-2014-118486,OFF-SU-10004498,1405,8/04/2014,First Class,0.2,-2.1896,1,10.304
SE-20110,SE-20110,27/08/2017,CA-2017-155047,OFF-AR-10003338,2918,30/08/2017,First Class,0.2,0.372,1,5.952
SL-20155,SL-20155,26/09/2017,CA-2017-156391,OFF-AR-10003251,7763,28/09/2017,First Class,0.2,0.556,1,2.224
SP-20620,SP-20620,27/08/2017,US-2017-162208,OFF-EN-10004030,3382,30/08/2017,First Class,0.2,0.9774,1,2.896
SV-20365,SV-20365,18/09/2016,CA-2016-157511,OFF-AR-10002257,3544,20/09/2016,First Class,0.2,0.3674,1,2.672
SV-20815,SV-20815,26/08/2016,CA-2016-160598,OFF-PA-10002319,9586,28/08/2016,First Class,0.2,11.2404,1,31.008
TM-21490,TM-21490,22/08/2017,CA-2017-131037,FUR-TA-10001768,5235,23/08/2017,First Class,0.2,2.6251,1,210.008
AB-10105,AB-10105,18/05/2017,CA-2017-121643,TEC-PH-10002200,4715,20/05/2017,First Class,0.2,38.7792,2,344.704
AB-10600,AB-10600,30/11/2015,CA-2015-158323,FUR-FU-10001546,7754,3/12/2015,First Class,0.2,1.068,2,17.088
AB-10600,AB-10600,10/11/2017,US-2017-155425,TEC-PH-10002563,1367,11/11/2017,First Class,0.2,15.1188,2,201.584
AC-10660,AC-10660,15/10/2014,US-2014-122021,OFF-PA-10002230,4899,17/10/2014,First Class,0.2,2.8884,2,7.968
AG-10900,AG-10900,1/05/2017,CA-2017-110198,OFF-LA-10004409,9336,2/05/2017,First Class,0.2,1.4976,2,4.608
AH-10075,AH-10075,25/09/2017,CA-2017-112004,OFF-SU-10000157,7087,28/09/2017,First Class,0.2,-42.9516,2,190.896
AH-10120,AH-10120,18/12/2016,CA-2016-145261,OFF-PA-10003036,5657,21/12/2016,First Class,0.2,3.7856,2,11.648
AH-10210,AH-10210,7/12/2015,CA-2015-165050,OFF-BI-10003727,4978,9/12/2015,First Class,0.2,2.3408,2,6.688
AO-10810,AO-10810,16/08/2016,CA-2016-148096,FUR-TA-10004152,6134,19/08/2016,First Class,0.2,12.096,2,161.28
AS-10090,AS-10090,16/09/2017,CA-2017-136448,TEC-AC-10003628,3461,18/09/2017,First Class,0.2,14.3952,2,47.984
AT-10735,AT-10735,1/08/2017,CA-2017-135034,TEC-PH-10003931,1010,3/08/2017,First Class,0.2,5.999,2,95.984
AW-10840,AW-10840,10/12/2017,CA-2017-143798,FUR-FU-10004306,1689,12/12/2017,First Class,0.2,23.316,2,310.88
AW-10840,AW-10840,10/12/2017,CA-2017-143798,OFF-PA-10000788,1688,12/12/2017,First Class,0.2,3.6288,2,10.368
AW-10930,AW-10930,7/10/2016,CA-2016-163216,OFF-LA-10000134,6377,10/10/2016,First Class,0.2,1.7248,2,4.928
BD-11770,BD-11770,29/01/2017,CA-2017-145338,OFF-AR-10002053,8590,1/02/2017,First Class,0.2,0.4768,2,4.768
BE-11410,BE-11410,7/02/2016,CA-2016-161662,OFF-PA-10003465,2696,9/02/2016,First Class,0.2,10.6232,2,30.352
BF-11020,BF-11020,8/09/2017,US-2017-124779,TEC-CO-10001943,6650,11/09/2017,First Class,0.2,107.9946,2,319.984
BT-11440,BT-11440,18/06/2016,US-2016-163461,OFF-PA-10003134,6849,21/06/2016,First Class,0.2,26.9024,2,76.864
CC-12100,CC-12100,16/12/2014,CA-2014-136399,FUR-CH-10002602,3130,17/12/2014,First Class,0.2,18.1176,2,241.568
CC-12145,CC-12145,20/07/2014,CA-2014-141726,OFF-BI-10001982,5970,22/07/2014,First Class,0.2,3.1552,2,8.704
CC-12475,CC-12475,21/11/2017,CA-2017-100811,OFF-PA-10001204,4011,24/11/2017,First Class,0.2,2.64,2,8.448
CC-12550,CC-12550,3/12/2017,CA-2017-123071,OFF-PA-10003729,7762,6/12/2017,First Class,0.2,3.6288,2,10.368
CD-11920,CD-11920,20/11/2017,CA-2017-111556,FUR-BO-10003159,4390,22/11/2017,First Class,0.2,-25.2956,2,183.968
CD-12280,CD-12280,18/11/2017,US-2017-132444,OFF-BI-10001116,1656,21/11/2017,First Class,0.2,2.9568,2,8.448
CG-12520,CG-12520,26/01/2017,CA-2017-164098,OFF-ST-10000615,5492,27/01/2017,First Class,0.2,1.816,2,18.16
CK-12205,CK-12205,7/08/2017,CA-2017-110821,OFF-ST-10002790,7653,8/08/2017,First Class,0.2,-25.109,2,118.16
CK-12325,CK-12325,17/02/2017,CA-2017-109085,FUR-FU-10004973,9347,20/02/2017,First Class,0.2,8.2896,2,30.144
CM-12655,CM-12655,19/03/2015,CA-2015-168088,OFF-PA-10000675,9962,22/03/2015,First Class,0.2,23.7742,2,65.584
CM-12715,CM-12715,1/03/2015,CA-2015-133585,OFF-AR-10003696,8781,4/03/2015,First Class,0.2,6.2244,2,55.328
CP-12085,CP-12085,29/08/2017,CA-2017-144064,OFF-ST-10004507,1943,1/09/2017,First Class,0.2,2.401,2,27.44
CT-11995,CT-11995,20/12/2014,CA-2014-138681,FUR-FU-10001876,4690,22/12/2014,First Class,0.2,10.3936,2,51.968
CT-11995,CT-11995,20/12/2014,CA-2014-138681,OFF-PA-10003270,4694,22/12/2014,First Class,0.2,2.64,2,8.448
CV-12295,CV-12295,25/03/2017,US-2017-117534,TEC-CO-10000971,2387,26/03/2017,First Class,0.2,59.998,2,479.984
CV-12805,CV-12805,20/04/2017,CA-2017-151484,FUR-FU-10001876,6154,23/04/2017,First Class,0.2,10.3936,2,51.968
DC-12850,DC-12850,18/09/2017,CA-2017-131016,OFF-AR-10000122,2823,20/09/2017,First Class,0.2,0.558,2,8.928
DC-12850,DC-12850,18/09/2017,CA-2017-131016,OFF-ST-10000352,2824,20/09/2017,First Class,0.2,-2.974,2,47.584
DG-13300,DG-13300,3/07/2015,US-2015-153500,FUR-FU-10000293,1051,5/07/2015,First Class,0.2,-29.4812,2,168.464
DG-13300,DG-13300,3/07/2015,US-2015-153500,OFF-PA-10001307,1052,5/07/2015,First Class,0.2,2.436,2,6.72
DH-13075,DH-13075,28/03/2017,US-2017-147886,TEC-MA-10004679,5742,31/03/2017,First Class,0.2,53.272,2,532.72
DK-12835,DK-12835,24/04/2017,CA-2017-149489,OFF-AP-10002495,1685,27/04/2017,First Class,0.2,12.41,2,99.28
DK-12835,DK-12835,21/10/2017,CA-2017-167094,FUR-CH-10000155,1904,22/10/2017,First Class,0.2,47.848,2,478.48
DK-12835,DK-12835,21/10/2017,CA-2017-167094,TEC-AC-10003116,1905,22/10/2017,First Class,0.2,6.745,2,28.4
DK-13375,DK-13375,12/12/2015,CA-2015-145065,OFF-BI-10002437,2389,15/12/2015,First Class,0.2,8.8624,2,24.448
DM-13525,DM-13525,5/07/2014,CA-2014-103317,FUR-FU-10001591,5437,8/07/2014,First Class,0.2,5.368,2,19.52
DS-13030,DS-13030,28/09/2017,US-2017-125717,OFF-AP-10000891,4465,1/10/2017,First Class,0.2,26.224,2,209.792
DS-13030,DS-13030,28/09/2017,US-2017-125717,OFF-ST-10001522,4461,1/10/2017,First Class,0.2,-29.4368,2,147.184
DS-13030,DS-13030,28/09/2017,US-2017-125717,TEC-AC-10003657,4462,1/10/2017,First Class,0.2,1.3596,2,54.384
DS-13180,DS-13180,14/12/2016,CA-2016-146325,FUR-CH-10001146,7941,17/12/2016,First Class,0.2,-9.1602,2,81.424
Dp-13240,Dp-13240,2/10/2017,US-2017-162558,FUR-FU-10002364,5317,5/10/2017,First Class,0.2,1.3284,2,11.808
Dp-13240,Dp-13240,2/10/2017,US-2017-162558,FUR-FU-10003691,5323,5/10/2017,First Class,0.2,5.928,2,19.76
EA-14035,EA-14035,1/11/2014,CA-2014-114195,FUR-FU-10002253,9869,3/11/2014,First Class,0.2,16.3172,2,68.704
ED-13885,ED-13885,20/12/2015,CA-2015-137071,TEC-AC-10004353,9012,21/12/2015,First Class,0.2,21.42,2,100.8
EH-14005,EH-14005,13/05/2014,CA-2014-140165,OFF-FA-10002815,1887,15/05/2014,First Class,0.2,2.3976,2,7.104
EM-13960,EM-13960,1/10/2015,CA-2015-156566,TEC-PH-10001817,9489,4/10/2015,First Class,0.2,50.12,2,572.8
ES-14080,ES-14080,2/10/2014,CA-2014-108189,OFF-FA-10000735,3224,5/10/2014,First Class,0.2,1.46,2,4.672
ES-14080,ES-14080,2/10/2014,CA-2014-108189,OFF-PA-10001838,3223,5/10/2014,First Class,0.2,3.4104,2,9.408
ES-14080,ES-14080,2/10/2014,CA-2014-108189,OFF-SU-10003567,3227,5/10/2014,First Class,0.2,-3.264,2,15.36
ES-14080,ES-14080,2/10/2014,CA-2014-108189,TEC-PH-10001760,3225,5/10/2014,First Class,0.2,107.46,2,318.4
FA-14230,FA-14230,2/07/2015,CA-2015-140718,OFF-PA-10002250,8852,4/07/2015,First Class,0.2,3.2872,2,9.392
FC-14335,FC-14335,15/03/2016,CA-2016-138968,OFF-BI-10003529,7648,16/03/2016,First Class,0.2,1.6472,2,4.544
GM-14440,GM-14440,26/03/2017,US-2017-121251,FUR-BO-10001918,1861,27/03/2017,First Class,0.2,-28.9764,2,257.568
GT-14710,GT-14710,14/05/2017,CA-2017-161774,OFF-PA-10003134,6412,15/05/2017,First Class,0.2,26.9024,2,76.864
HA-14920,HA-14920,11/10/2014,CA-2014-157924,FUR-CH-10000229,4169,13/10/2014,First Class,0.2,-65.0352,2,433.568
HA-14920,HA-14920,9/08/2016,US-2016-113649,TEC-PH-10002350,3518,12/08/2016,First Class,0.2,4.4784,2,44.784
HM-14860,HM-14860,4/08/2017,CA-2017-132738,OFF-PA-10001752,5090,7/08/2017,First Class,0.2,2.8884,2,7.968
HR-14770,HR-14770,17/12/2017,CA-2017-106964,OFF-BI-10000320,1025,20/12/2017,First Class,0.2,4.2804,2,11.808
